ext_id,card_title,description,rating,source,deck
354,Water Mill,"Water Mill Water Mill No opponent is ever going to use the Water Mill's
terrible ability, and if you want to convert the grain to food yourself, a Clay
Oven is just about 10 times more efficient (I did the calculations myself). Overall, this is an ability-free card that costs
more than the Half-Timbered House, but gives about half the points. What are
the haps, Rosenberg?",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
355,Weaver,"Weaver The sickest start I've ever seen with the Weaver involved the sheep spot
flipping up in the first round. My opponent's play went: Round 1: 3 wood, starting player + stable improvement. Round 2: Play Weaver, take 2 sheep. POW! 12 food. This card usually won't be that awesome, but could be worth 7-8 food over time
if you get him out early (with sheep, of course). That's much better than most
food over time Occs can offer.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
356,Weekly Market,"Weekly Market Weekly Market Except in the late game, even bakers can't afford
to let go of three grain. They probably want to bake it! Late game, unless you've gone absolutely nuts, the
three grain should represent a full point. This makes the card not much better
than just taking a vegetable the fair way.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
357,Well,"Well Well At 4 VP, the Well represents one of the most
efficient ways to turn actions into points. In terms of resources to points,
it's even more efficient than renovation! What's more, as a bonus you get some
food to supplement your engine. Nowadays my group rarely plays a game without
someone buying the Well.",5,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
358,Well Builder,"Well Builder This is the other half of the fearsome Water Carrier/Well Builder combo. This
guy is a bit better than his counterpart, as reducing the cost by 2 stone and
getting SP is an ok deal. However, usually he won't be worth it.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
359,Wet Nurse,"Wet Nurse This is a great occupation that is also heavily overrated. The Wet Nurse has
three weaknesses: 1) It lets other players use the FG spot. 2) The extra food cost is very significant when you are also doing FG. 3) No minor improvement. If you only use the Wet Nurse's ability once, you spend 2 actions (1 for the
Occ, 1 for the build rooms) and 2 food. This is pretty much strictly worse than
the regular path, which spends 2 actions (1 for build rooms, 1 for minor
improvement) and no food, and gets you a minor improvement. So in order to get your money's worth, you're going to need to use the ability
twice. In that case, you're spending 3 food and 2 actions when you could be
spending no food and 3 actions, getting 2 minor improvements along the way.
Again, this is not a great trade. What makes the Wet Nurse actually playable is when you can use her to get FG
earlier than you otherwise could. In that case, you are actually conserving 1
or 2 more actions than the analysis above would indicate. However, I've hopefully indicated that the Wet Nurse does not speed up your
first family growth much, if any, because you have to spend a turn playing the
Wet Nurse. Saying, 'she prevents me from being blocked' is not a very good
argument because she also prevents you from blocking someone else! One very
valid point is if the FG spot comes out late and you are on the ball on
resources, she definitely can help to speed up your first FG. But if the FG spot comes in the first or second round of stage 2, the only way
the Wet Nurse will be actually 'broken' is when she speeds up your second second FG. For this, several things have to
happen. A) She has to be get the resources necessary to build 2 rooms. B) She has to have enough food to use the ability AND feed the offspring. C) She has to meet conditions A and B relatively quickly. If you are letting one of your opponents get 10 wood, 4 reed, and plenty of
food in the early game, chances are you're not losing because of a broken
occupation. That said, she's still almost always worth playing, and you should be happy
whenever you draw her. While she's unlikely to win you the game by herself,
she's certainly a good start.",5,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
360,Wheedler," Great in 4-player games if you like to sit on Reed/Stone/Food. Nice with Fishing, Traveling Players or Day Laborer combos, very nice if you are trying to juggle more than one such combo. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,J (C)
361,Wildlife Reserve,"Wildlife Reserve Wildlife Reserve I love this card. It's a strict upgrade to an
unfenced stable and has the same cost. It also supports exactly what you want
to eventually do: get one of every animal.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
362,Windmill,"Windmill Windmill Early game, being able to convert 1G to 2F is too
inefficient to be worth the substantial cost. Late game, there are more
efficient ways to convert resources to points. You pretty much always have
something better to do with the three wood.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
363,Wintercrafter," Pretty weak. 2 food is expensive, playing extra minors is weak. Usable in the right circumstance, but it’s pretty narrow. ",1,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,K (C)
364,Wood Buyer,"Wood Buyer 1 food for 1 wood is not that great of a deal. Moreover, wood is most important
in the early game, at which point you really don't have much food to spare. However, like the other buyers, if you combine it with a ton of early game food
it can slow your opponents down and hopefully not hurt you too much.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
365,Wood Cart,"Wood Cart Wood Cart This card is barely break even after you take wood
twice. With a three occ requirement, you often won't have time to take wood
much more than that. Still, if you can get it out fairly early, it can be a
decent long-term investment. The fact that it prevents you from being blocked
from wood (even a lowly 1W can become 3W) is a nice bonus.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
366,Wood Carver,"Wood Carver The fact that you can only use this once per turn really hurts this occ, as you
generally use wood the most in stage 2 and very little any other time. As a
whole, he might save you 4-5 wood over the course of the entire game, but
that's pretty much strictly inferior to the Wood Deliveryman, which gives it to
you in the next 5 turns.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
367,Wood Collector,"Wood Collector I don't need to tell you how important wood is, and this occ gives you 5 of it
in a reasonably short amount of time. You're not going to be able to get more
wood early with any other play. His usefulness goes down, however, if you have a better early game occ to play,
since you're not going to tend to want to play this guy later in the game,
after the race to build the first room is over.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
368,Wood Deliveryman,"Wood Deliveryman 7 wood is a ton of wood, even if you're getting it pretty late. If you haven't
been focusing on animals too much, he can help set up an insane Renovation +
Fences action.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
369,Wood Distributor,"Wood Distributor This card is the most interesting in 2-p. If you play it early, the idea is to
control the wood flow for the rest of the game. If the best spot on the board
is wood, take it. If the best spot is clay, fishing, or reed, then split the
wood and take one of those. Doing so can essentially deny your opponent the
second best spot. He also makes taking SP to get 6 wood a fruitless endeavor,
for obvious reasons. He has much less utility, however, as you increase the number of players. Not
only are you starting player less often (reducing the number of times when you
can put a wood on reed and then take it), but you're also less interested in
trying to deny any one of your opponents. One use for him is to combo him with occupations like the Berry Picker,
Mushroom Collector, Woodcutter, etc. In those situations, he can be pretty
abusive. A [if gte vml 1]><v:shape id='Picture_x0020_17'
 o:spid='_x0000_i1041' type='#_x0000_t75' style='width:14pt;height:14pt;
 visibility:visible;mso-wrap-style:square'>
 <v:imagedata src='Academic.fld/image001.gif' o:href='https://cf.geekdo-static.com/images/star_yellow.gif'/>
</v:shape><![endif] if !vml endif [if gte vml 1]><v:shape id='Picture_x0020_16'
 o:spid='_x0000_i1040' type='#_x0000_t75' style='width:14pt;height:14pt;
 visibility:visible;mso-wrap-style:square'>
 <v:imagedata src='Academic.fld/image001.gif' o:href='https://cf.geekdo-static.com/images/star_yellow.gif'/>
</v:shape><![endif] if !vml endif [if gte vml 1]><v:shape id='Picture_x0020_15'
 o:spid='_x0000_i1039' type='#_x0000_t75' style='width:14pt;height:14pt;
 visibility:visible;mso-wrap-style:square'>
 <v:imagedata src='Academic.fld/image001.gif' o:href='https://cf.geekdo-static.com/images/star_yellow.gif'/>
</v:shape><![endif] if !vml endif [if gte vml 1]><v:shape id='Picture_x0020_14'
 o:spid='_x0000_i1038' type='#_x0000_t75' style='width:14pt;height:14pt;
 visibility:visible;mso-wrap-style:square'>
 <v:imagedata src='Academic.fld/image001.gif' o:href='https://cf.geekdo-static.com/images/star_yellow.gif'/>
</v:shape><![endif] if !vml endif card
in 2-p, and a [if gte vml 1]><v:shape
 id='Picture_x0020_13' o:spid='_x0000_i1037' type='#_x0000_t75' style='width:14pt;
 height:14pt;visibility:visible;mso-wrap-style:square'>
 <v:imagedata src='Academic.fld/image001.gif' o:href='https://cf.geekdo-static.com/images/star_yellow.gif'/>
</v:shape><![endif] if !vml endif or [if gte vml 1]><v:shape id='Picture_x0020_12'
 o:spid='_x0000_i1036' type='#_x0000_t75' style='width:14pt;height:14pt;
 visibility:visible;mso-wrap-style:square'>
 <v:imagedata src='Academic.fld/image001.gif' o:href='https://cf.geekdo-static.com/images/star_yellow.gif'/>
</v:shape><![endif] if !vml endif [if gte vml 1]><v:shape id='Picture_x0020_11'
 o:spid='_x0000_i1035' type='#_x0000_t75' style='width:14pt;height:14pt;
 visibility:visible;mso-wrap-style:square'>
 <v:imagedata src='Academic.fld/image001.gif' o:href='https://cf.geekdo-static.com/images/star_yellow.gif'/>
</v:shape><![endif] if !vml endif card
otherwise.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
